m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,samplen,typexpr,express,subject
11881.3932101863,2091.2165129243645,-10077.53793521535,7623.032138598548,1270.1803675819576,-6912.391497475499,2061.4411689546578,274.3266736833563,-2761.34390983407,10009.13257870691,1345.8424466474792,-9250.568929343386,4493.802240638136,613.9152486399597,-4210.767826769162,-3811.3483440808886,-438.6353937860774,3439.9089688117265,9484.366114642542,444.240212621622,-10167.357805856976,-56.59536127596357,-370.3432978094865,-295.17726069619255,-14905.757229030445,-1723.604173245446,14904.326965256569,0,N,N,0
11988.050115583812,2131.195056082222,-10159.13627667471,7705.237446115878,1311.3451104075712,-6970.355275548109,2086.2369639065823,331.782535933345,-2752.91157665151,10069.58427650069,1361.4274218760281,-9291.140754232089,4531.483761884454,623.4382202144124,-4241.02317717281,-3816.052418947882,-435.7711776725085,3437.424476089526,9470.078407523504,419.84577055057457,-10149.99385124492,-87.84910649769631,-404.4234771935495,-281.9396284573561,-14951.367245212099,-1788.2707003274102,14895.178841915946,1,N,N,0
12089.10571963156,1956.7714433179522,-10425.18123515034,7991.310965923474,1127.7990459943705,-7400.354946282343,3110.4975788355027,85.36665289019027,-3936.2612004096723,10067.435369977282,1326.6404850714418,-9326.318748309073,4551.769968666367,588.215075629626,-4292.819438232322,-3624.988364057911,-478.69703667951154,3213.1519630298803,9368.883091568092,582.4588890381633,-9894.566518085185,-451.4496182265684,-235.65219293154766,215.01444230387347,-15965.894928816851,-1563.1622703797882,16046.148707444803,0,N,N,1
8378.654711131174,2104.5084869483317,-5928.316115906407,5334.887207756514,1133.6916172203735,-4567.854813809277,1493.6992157011396,-82.89406673996154,-2891.4681526100944,6601.101197286333,1186.7680692899203,-5681.06268002354,2934.200840152257,532.674502537685,-2637.9322098391285,-2490.392335028122,-425.6032400604031,1935.138753878978,5395.380729114693,-62.50783936393168,-6599.437301082983,-578.1505095071425,-360.5686167883813,197.69106840675852,-9894.54213846035,-1039.3768928981408,10464.454771033841,0,N,N,2
13279.580425614438,2437.4191581333826,-10879.24268578555,8594.234241968961,1421.200713696652,-7756.361647607406,2817.6457503735037,194.29177587595407,-4022.932512611336,10989.116517577459,1472.0089291180586,-10067.05545528352,4872.529977234699,666.857212433919,-4554.22822183045,-4162.482815990804,-488.2158427082338,3650.6848394357207,10267.989154966403,254.51558344502848,-11396.024404872041,-500.68891626071854,-454.66590385345233,60.973508398649074,-17245.00868501547,-1717.0387996119298,17627.00844881664,0,N,N,3
9875.03613697921,2048.309483334767,-7910.421618427444,5999.962863270666,1170.843083922381,-5282.544502866682,735.4719294418296,59.40473799566195,-1624.060787776362,8437.92892142163,1304.1437553897354,-7609.678393543546,3627.507249771209,582.2445530083298,-3329.722896367226,-3607.360304725035,-467.8570969597607,3174.1469474984488,8254.68547206551,364.8910774717817,-9008.942824242662,202.85389625077028,-308.34964289377547,-531.0483332966305,-12113.710389058717,-1450.1756152325893,12237.763159543516,0,N,N,4
12624.5175002709,2462.0202636959543,-10178.039002667354,7962.006711252837,1422.5380466435577,-7070.620608908332,1803.9465292935142,82.51336153974526,-2984.321086395365,10586.626731414013,1500.978693916408,-9657.482303408666,4714.557319501485,697.2889279242742,-4370.8913034515335,-4112.836560968875,-476.76286852241185,3638.8718388532147,9962.73541057899,273.65810080057975,-11123.933802557804,-34.1063863994857,-409.06854356471854,-429.97536919745187,-15516.204264647986,-1574.82521299375,15913.954782232051,0,N,N,5
12898.020931762716,2551.8222285381385,-10384.444314578464,8134.375100971017,1498.0521106025096,-7192.306966459419,1691.001647651039,173.65127079036318,-2810.4036701086206,10777.449167197718,1545.9130459858764,-9801.016579960915,4845.791216017233,710.5683460600312,-4485.186119525134,-4120.841009008867,-497.2346892321334,3626.354960010756,9958.199013423462,259.9228629417539,-11139.93261300195,0.181575541945449,-479.69795042661394,-504.5316578356121,-15370.362585452913,-1739.1482343205535,15674.259636788729,1,N,N,5
14296.351634627707,2769.594956297822,-11949.142274518765,8884.074013338151,1702.5759580936833,-7849.936965735462,1392.8528360160863,359.50695655408225,-2080.786914522654,12180.47917520523,1801.7225464453793,-11148.664694603598,5375.978759781598,814.5954537996696,-4970.692013504019,-4934.830258947496,-614.423735450354,4462.145837667699,11708.610906132813,646.6519367013536,-12490.88855995084,251.62403743318328,-509.22418825692023,-771.552998766115,-17250.52551719368,-2361.6863222469174,16969.807876069026,0,N,N,6
13612.347662223454,2591.6641435096744,-11208.471277566896,8665.807430671088,1530.351513326969,-7740.810217765607,2127.9420967664573,187.89685926027389,-3150.9588344369613,11378.253487987815,1633.6375231113798,-10360.239354557829,5110.785361423731,742.830922339049,-4746.312736127109,-4296.102749878572,-545.6909563381231,3756.697010745214,10512.473688614113,412.56231731089815,-11407.686300206984,-136.74411928015184,-446.9555094141142,-317.4213176876424,-16599.443611507737,-1877.8927685148105,16645.735317622544,0,N,N,7
