m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80,m81,m82,m83,m84,m85,m86,m87,m88,m89,m90,m91,m92,m93,m94,m95,m96,m97,m98,m99,m100,m101,m102,m103,m104,m105,m106,m107,m108,m109,m110,m111,m112,m113,m114,m115,m116,m117,m118,m119,m120,m121,m122,m123,m124,samplen,typexpr,express,subject
17147.69507272722,3069.8368741703093,-6634.395138907103,-1954.9258899952572,6687.626613701926,10990.122813560525,1933.8365837860383,-4653.18070542571,-2179.5384521670007,3066.025353679224,6303.794888547777,1195.784135797676,-3095.809108558087,-2501.8132643695917,296.5410170550012,9189.536059389513,1987.785352535267,-4116.816216561088,-3197.2291666788446,1320.7150380923322,19286.151175129835,4081.868923917651,-8082.738772868821,-5130.802486155151,4612.27492510195,14408.584521634013,1938.7379792898641,-6382.188928446467,-2143.6435390549836,4484.247111518302,6518.957251343031,891.6808815141026,-2945.298046026442,-1127.3741401485386,1900.6587243151325,-437.3243129147179,26.097988243842096,133.8392754577436,-250.4189574380422,-374.177876986721,-312.9612675037273,159.78511420169076,167.09055101562808,-333.8289900104402,-358.36944218076434,4025.5864192644954,844.370561691455,-1681.299998528306,-1046.9893626634296,947.1989868367298,14405.32293108794,1195.6282014498122,-7239.508815932768,-2467.491370186168,3683.5196727568155,2698.6818082805576,0.13674325924695552,-1473.1488349345614,-193.1192499567465,953.8026343089939,-7648.387580870314,-1089.9433662601364,3586.0542891195555,1785.0879587019401,-1589.6124086598024,-8586.955898628286,-1329.5153899206402,3934.204636733466,1989.4636096546146,-2006.5805838029821,-6685.760782315312,-1496.1614151199074,2774.2437205025108,1891.947822748169,-1564.8308266475406,23056.398925759157,2046.6418713780395,-11277.010216607101,-3360.951983505133,7105.197758292179,3473.3071296221997,94.25989835319032,-1806.9421238955538,-254.93183062196525,1277.9992453629422,-12012.535949883011,-1437.9299560629108,5682.977245605148,2174.75262933303,-3371.5100096647734,-9384.954748397638,-1201.4196981089406,4394.161562356097,1769.6735626660598,-2620.172552108013,-766.6340357117906,-501.5987755434063,150.03789288279813,589.5318021418924,61.16041711506068,45008.29693791626,4492.608334833749,-21337.7821736822,-5978.896496082304,15124.706366735707,8129.432091888399,807.5485322951419,-3839.267089054098,-1059.3376295848109,2701.8715304058796,-18769.95420916001,-1788.8897180527729,8956.142417594909,2402.465371256657,-6431.8523640638505,-8874.97207670344,-610.7166976792557,4330.988829576503,817.441422710489,-3275.6557185973456,13245.280756877914,1816.0723086895896,-6076.009726178186,-2442.2150677909144,3908.7235893748584,3,N,N,72
13872.574914216852,2839.0286439782194,-5078.77441883161,-1841.9072196369348,5068.006159560551,8466.44327128034,1734.815011758793,-3406.989897142602,-1926.6545723539366,2008.1077227492124,4072.759059788901,967.542231663009,-1935.45223793681,-2027.096237306852,-405.01311558295345,5574.459164163854,1549.6822390454793,-2281.366909651154,-2388.912358193959,146.00435385792747,11938.125954909725,3123.0314079466825,-4496.04944532044,-3627.125917656942,2119.1710157039574,11829.239869579806,1826.3485798069298,-5064.949370622196,-1968.342874755502,3407.896717856206,5161.552152681709,812.1656018439376,-2261.7146096395063,-1004.1590753417756,1368.6304101822743,-726.5120192029802,-33.94526349550402,267.2206873585532,-152.70770940381678,-432.72207837302034,-710.9636577361646,67.13656220868828,356.87744202668983,-178.91551407177303,-454.11417400733274,2641.687646432464,660.6075673622353,-1003.3411392460937,-756.2678221456754,478.1485098563135,11975.19718471258,1141.9960132695878,-5923.470113731481,-2224.9192481562804,2833.058534721673,2337.4591303802363,21.890106776731017,-1274.7790716919865,-193.13400333062214,850.6835841778015,-6021.778310688392,-983.9070381159974,2723.4865755670603,1546.1320769778722,-983.3228360970088,-6311.213795393348,-1138.433934190891,2765.9338447740743,1625.2535698375832,-1195.5205475869218,-3759.906464633518,-1107.6676788477535,1358.3413446085535,1290.8006762616917,-594.9305355778032,18943.147721611975,1844.8542873390984,-9150.604193445237,-2972.1333207717703,5502.951024669994,2940.268583309441,102.2355607270687,-1529.2874772354562,-255.34060793848377,1074.316954680614,-9608.751420173761,-1268.2152095659253,4447.981324208177,1871.118276169046,-2441.661767070258,-7186.224280394028,-1036.891461098508,3280.559179500975,1483.77819079771,-1809.8881636659642,318.11823649168286,-324.4164352360302,-352.062103333167,325.6528124511269,363.3250936813787,36493.17675168217,3889.8467361185285,-17057.810920722884,-5078.586714403645,11738.728361078382,6514.796142439987,725.6286481550815,-3027.7842104458077,-944.874619298136,2044.3750774180744,-15353.94297313207,-1536.0128558395065,7241.337176702152,2024.1327966854901,-5086.3089107710075,-7447.767524677345,-576.4876651673901,3618.1705157949764,790.8413053482064,-2685.102002932179,10008.77167987964,1466.4834335822854,-4456.662643444746,-1880.011061358516,2713.3479788282775,3,N,N,93
13976.756058168776,1998.8301025015862,-5825.990918170564,-1408.2881709161124,5434.012106639722,9136.845858914934,1278.112703244219,-4055.046041695442,-1480.5204002434673,2790.5964747642556,5691.823119023874,852.5286839196991,-2787.0372166038533,-1700.3625377930166,818.8442069093697,8793.353046899845,1469.0644726976805,-4059.5597465538217,-2330.1294957306814,1868.098870783443,18715.205210553508,2993.602216896145,-8331.592773644745,-3877.7805523687857,5217.553871187414,11860.787085936106,1293.9197909493041,-5449.520308835608,-1503.8769322574547,3915.15953563556,5381.453755885483,576.8054511761386,-2508.056788012523,-744.6458342932896,1705.7964830433732,-279.4920578271632,10.813154928455695,96.12031824423133,-134.3431316612424,-243.02744660254444,-23.54630415314375,152.8461616018197,39.9526666160877,-275.99718244155514,-206.7397874440308,3827.8966389099132,656.1791930028222,-1684.518919842951,-846.5978772635198,1019.6137337429276,12118.361387086414,892.2384283580657,-6089.642478631031,-1781.3389173762255,3469.6839070113683,2219.072645150921,-17.75886632727942,-1201.1662552563052,-103.63319794861971,821.3316294273361,-6596.468933955695,-812.6820863346235,3138.5470700683445,1319.1730099641193,-1640.2482890607764,-7630.299940093033,-934.0772096609082,3592.239060701815,1411.2283819586391,-2088.561818012511,-6658.241311271756,-1034.2448046876177,2971.8946023758663,1335.4843891555383,-1895.1703333331716,19674.414000016608,1634.3041608606495,-9643.498350788586,-2641.135651335709,6290.42658397228,2994.8354823108134,68.96336840654118,-1549.6702429193524,-182.672557367306,1116.0954789878806,-10270.581568204636,-1122.7552038878923,4900.549393103893,1692.3802539960604,-3051.8111405652508,-8209.185842084273,-874.1500837176092,3907.587301013835,1295.8739092718513,-2475.4715532220525,-1143.7292320100496,-297.6655290231172,433.1541155252104,347.81957505996183,-227.66459190600222,38544.10374808957,3630.8685147710544,-18415.979104106904,-4935.3928645794185,13043.724571025534,7096.547301797922,602.9625522682575,-3397.8738574576755,-807.4660900837744,2420.700746960531,-15919.339800209098,-1495.0005484452847,7626.699243250969,2045.7559514043503,-5433.344490092874,-7509.245129937739,-489.49331678466734,3669.610984032755,662.8136103151633,-2744.0326428872704,11724.684769996193,1454.1398117384506,-5474.183187298977,-1995.2064543127785,3617.332150605648,0,N,N,26
15191.93582561231,2726.5255120227957,-5721.407910859459,-1371.3416126815926,6393.346717422707,9415.58328530058,1619.0708473273762,-3977.893909376167,-1775.493524508237,2687.5539977367853,5018.017434240518,852.1707649235067,-2596.8254329159076,-2116.1762203355147,-59.53876635678244,7663.001936908548,1448.8992646416689,-3519.7222149016516,-2436.723510169462,1147.0048578916867,16945.69759280065,3092.155357401886,-7201.150887326898,-3660.2125275236235,4629.84516157288,13050.036657558585,1723.3790502953118,-5742.6563684056055,-1800.5395107935246,4164.19063201398,5701.719921615376,785.3292110786333,-2563.770415799616,-976.9824654973005,1661.3791906916535,-730.7242893250906,-0.7787178242291697,266.2489366565216,-232.52178433743202,-500.62821835566496,-535.9439030198797,84.27148789955177,258.8315767402122,-226.48418597019398,-402.03487733417626,3524.4052483215564,633.4045349750669,-1484.2170574245952,-729.7708397073405,928.9398260137225,13520.66781397438,1026.5251761431614,-6845.468175098015,-2265.4487161778525,3362.9119198266512,2580.2524870693433,51.799260696685046,-1384.3489857175878,-246.90887716030846,866.8388226091837,-7001.825301326075,-840.3155488470545,3354.6040147429076,1477.0447163287006,-1477.0718104538826,-7690.320674073022,-1033.0630927040863,3580.9516963850883,1576.5435791590176,-1898.311234157318,-5744.211502941829,-1133.0233432917826,2417.6040179084835,1352.9854396353273,-1569.3885876905686,21951.57880293341,1689.8348507971982,-10833.684537009116,-2919.781146775644,6811.252964873384,3407.2311561346787,90.9237475608567,-1775.625601795738,-255.9632822129849,1247.5993905055107,-11168.747846614053,-1160.9598169796195,5343.669535398332,1814.758558881404,-3180.2451076578823,-8509.134838136119,-955.2776633396135,4028.4452733796184,1431.9280049263932,-2445.1563693370294,-208.9659733095657,-350.99841888050605,-84.00770767663926,356.53717242785063,109.84495555174126,43057.550215262985,3722.9320850198624,-20544.282305713947,-4899.364516066336,14802.7027170384,7697.398846956659,646.706961560291,-3678.9614535461096,-855.7993824806224,2635.6847180072045,-18027.50021243298,-1522.9894659064337,8623.836029360498,2004.9619309862483,-6268.8486529925385,-8489.759998219146,-549.5841004760049,4141.109407003455,734.4407496258776,-3117.7862971771415,12589.547985697423,1449.44878006741,-5847.378567085179,-1910.6467915353319,3936.546415235793,3,N,N,96
15283.601014843938,3170.326688635915,-5729.747740759153,-2424.363827491142,5196.76244153526,9216.127422270063,1889.9828224602627,-3732.8217109036095,-2147.1273116337416,2155.688843097882,4413.345249933236,970.002480223502,-2086.771535634833,-1971.2064119871015,-185.72800962475645,6545.481102608012,1560.1908055119459,-2804.8245009436773,-2417.9997180555974,625.3746684338457,14760.820367249959,3262.509352537764,-6005.996318470834,-3949.0867227928356,3286.9705140111823,13188.22027367094,2206.4742618607615,-5643.447002140999,-2540.7374788186535,3586.098985846998,5616.917841909107,945.5762428240829,-2438.0144724539896,-1187.4112217894926,1406.722467472431,-1028.5172969555217,-95.76813250804864,425.07160496065865,-33.8499747993134,-517.2222984970296,-895.222777253636,33.78929355505674,448.58370075930793,-117.55953606070119,-501.30251724308675,3105.7673086545537,733.0644976186147,-1231.267070110153,-874.5551599500133,621.0598504854054,13529.926629857004,1641.4599118624228,-6543.31585968766,-2891.32877930653,3127.6855742260022,2593.185999624565,117.87102219193997,-1362.9915711761519,-319.46478921559185,857.0530937088558,-6941.128360963397,-1180.0024516846495,3144.0985346318976,1819.3186965336909,-1275.6859211134715,-7413.511722975206,-1244.846272276775,3320.4623275835584,1796.51456902363,-1614.930119305946,-4885.983565909503,-1056.985897634091,1997.1115974035533,1274.5618294809549,-1144.6472328086384,21212.836343403367,2636.1127389265876,-10065.170978333725,-4056.2037910539952,5924.64537512433,3382.3178932142446,182.02606026402248,-1733.5764800937575,-366.4741541716039,1213.8908745415229,-10718.511445181372,-1675.5315233742413,4883.5948725261815,2427.6234193794153,-2615.561065657952,-8200.866389370669,-1222.5001649190779,3739.1373489782327,1739.9842965517712,-2091.899798884492,64.41027654568393,-146.53160012125142,-160.32331931676168,90.00876639426383,136.3732209775989,39972.935505632464,5385.960445703009,-18424.035904100547,-7226.243404200355,12119.295417160432,7441.559714061398,872.3876111486233,-3474.0565039445364,-1166.287568054094,2350.1223078853836,-16550.74419500803,-2289.08399869614,7619.125388786594,3084.248794786512,-4994.9415895774155,-8202.09121321234,-857.8083943026371,3894.9013558280203,1169.4322591633734,-2737.8201891034937,11244.088519660118,1943.2475605838836,-4990.802401545105,-2596.548571404189,2941.851817718789,1,N,N,55
14395.022609446656,2587.1385224739115,-5698.571828949787,-2022.0007310401108,5122.3375797874105,8902.746364980741,1579.9168017715697,-3762.4785735438327,-1841.788132380309,2296.03053637338,4596.87287738807,887.0236994210852,-2173.9046416565598,-1748.3739235633661,118.8311361730126,6721.383106979717,1438.9749181147954,-2907.42185472674,-2168.5960411095507,901.4551496568279,14718.492753085362,2930.5941192751216,-6134.019413386683,-3546.766549912294,3527.792159133467,12438.561710886519,1785.0711618654836,-5502.520894034906,-2099.471858263954,3658.311867497501,5447.21616196765,774.1048645653119,-2446.1102331551383,-992.1138213456813,1517.71563525698,-708.9350989912957,-58.01298738744363,289.4489973967415,-49.14239656247997,-381.22141690804153,-608.1362994008731,59.29678356732118,320.41583608301136,-130.87899109082576,-387.4095085248392,3133.0355689564817,650.0656220072666,-1291.355639108924,-787.799174206777,700.9354927674766,12807.350833486686,1334.5821472861421,-6267.001192754065,-2392.95892921429,3256.0318779907575,2513.362465395675,81.57788606344036,-1327.1780940349538,-244.38929807757538,893.1529119675777,-6503.773959503385,-1003.1061619684382,2982.3186920786156,1555.2412964283933,-1309.745078696346,-7070.660248024162,-1090.939188482758,3196.5614039286193,1563.240920821359,-1653.515040093829,-4906.379811080934,-972.0458212442336,2039.501635567872,1161.4764182777442,-1214.3899000131173,20240.34239329581,2208.1580017706146,-9697.158812245703,-3402.8960288790804,5964.027921080073,3210.5426254194736,164.97960773461838,-1638.2107755140448,-321.7276407269213,1157.096386495013,-10261.99140393851,-1402.757454454614,4751.649896684046,2038.290595675551,-2716.36579470044,-7913.2997029525195,-1061.9497273456268,3653.1307249244583,1511.111991679903,-2148.310623779264,-170.33434029858358,-184.52908355517417,-44.16739738214676,159.0256084794458,75.67055848358353,38631.75810702407,4551.081343730342,-18053.35698077023,-6105.688178372911,12240.024619140688,7077.932012458361,777.3728302917609,-3320.6939131503013,-1041.6127707554986,2253.8568510960713,-16101.325679089477,-1888.7939590578762,7546.768813250287,2546.952190436,-5161.271221977749,-7910.335139638139,-723.6943457474242,3804.2544463827167,1000.1423455764854,-2729.8695966389505,10867.083463164516,1628.8158681938842,-4907.865795964928,-2155.7916180427865,3056.252567928014,3,N,N,90
16250.10812161737,2835.793841796685,-6131.016919307437,-1288.4556351890928,7051.222889753497,10176.55934882358,1688.9293217424267,-4311.609854891726,-1806.8474621695757,2996.598148829328,5518.171799783423,906.9466883621053,-2858.8322413452524,-2269.9115097384333,-38.51613316349028,8239.473495105323,1559.4835640267734,-3802.7339422967893,-2657.832315905718,1210.3925936932608,17984.03055177695,3319.234049210985,-7647.596733087365,-3960.1857845148957,4914.661213625072,13872.820546527837,1752.3335865353217,-6149.5115939720245,-1825.2509370289858,4525.684664568341,6168.924517981803,795.4135979554603,-2794.526807139243,-982.2273018563423,1852.7097618408666,-614.8985804906389,3.1479227302733648,209.94821139827698,-239.8691659685063,-477.5573962750027,-488.0262568398888,110.66505742198763,238.8587439545465,-272.4730916821556,-414.6973725266222,3717.507505758967,690.0580615870557,-1569.8352157080792,-816.3217138101176,973.5005364252235,14206.34522921609,1018.8749211187267,-7258.3248636172,-2398.802675043643,3498.9395521983647,2767.48237136663,17.475538220733497,-1507.2422510230476,-234.28383289210328,942.8407742461163,-7298.636436334058,-889.7915780009773,3509.102970789955,1597.3697962322422,-1493.3580194732676,-8113.555586240025,-1076.2186395898561,3795.347529077197,1672.4359186772433,-1994.0104765464184,-6159.99068480364,-1192.973996667611,2597.964781557257,1416.6426578330593,-1706.0019709437274,22909.278532242766,1777.259583111899,-11319.450619087627,-3120.1370841405205,7029.889143580869,3570.440333239835,77.00734670607062,-1871.5272791094287,-258.4661600305391,1302.3401772248444,-11683.82916532156,-1241.2827050246328,5587.687852876623,1952.9214221103189,-3286.106494888784,-8999.307395871201,-1000.3766014195486,4271.4159927491,1517.879172051393,-2581.5988480266396,-372.41545112302106,-350.47070708442686,-1.0569586077400572,351.4883903933417,28.399886831505853,44796.81312596836,4009.044060972199,-21288.68954157727,-5229.122163207316,15290.239715405114,8055.838481278074,688.786485386615,-3835.763812628167,-899.1155237600524,2743.686343079444,-18750.74380475715,-1646.28193375876,8935.702211709544,2151.1339825917353,-6474.653111525476,-8941.52330190843,-585.7814646814101,4350.058691523336,770.174547904115,-3277.124070500009,13011.481914990225,1570.2175778137412,-6010.324959822936,-2064.368435177885,4006.022073930956,1,N,N,5
14167.620976736347,2276.248792597038,-5726.915042298378,-1589.2552685153585,5467.934204686947,9145.909440520889,1396.3170808930927,-3999.6561473867505,-1618.9089629444875,2690.3180422301957,5427.316813469307,817.8428233425586,-2695.036546079692,-1737.7777047395414,610.8010644057115,8229.049680989761,1393.0094567450985,-3793.292426929725,-2235.8268206495195,1643.7895880571361,17770.073878362356,2908.6542651381337,-7826.465078980504,-3671.62098679805,4943.48608717719,12011.167064105059,1525.0675053166192,-5400.222795386562,-1762.6981072072745,3757.8010389982037,5469.489211904216,678.4731885725874,-2509.003597501683,-876.9759672777475,1642.4129112506967,-319.1768349397331,-11.452966339788674,94.52964989002913,-127.16064064041734,-246.5499395364292,-224.3710812902243,108.90737604019897,129.6742149508782,-215.09692922585833,-261.81271231895744,3477.9052359275793,647.0790431167329,-1483.7929808419356,-802.8224393197484,864.2245321725858,12077.82995537015,1075.8572554061248,-5993.578726691008,-2067.9303110911496,3131.680827373337,2334.2566784294154,54.109308748666365,-1235.4469415262784,-206.19597495563093,797.2404894597161,-6391.09626187192,-846.8067981993379,3012.527472424181,1380.1663770005284,-1437.6805799843105,-7473.600807953888,-971.340506752466,3492.8523611147934,1462.3207194784916,-1962.3373833320138,-6480.041860452863,-991.68303468791,2895.8101042056924,1260.224950752588,-1911.6257531357026,19122.84523697097,1805.9673219998645,-9260.406123442133,-2859.8855537157892,5797.93315899516,2988.6719798302984,115.59212853543798,-1530.2631921086133,-245.57184479050014,1077.9252495880303,-9894.20044053861,-1197.1456012253007,4653.434333935726,1781.2491329230863,-2753.282450553087,-7956.341105243974,-952.8063040725922,3733.7253522897745,1389.3673801392838,-2274.3913235238642,-1044.2197258749593,-282.52173732242255,390.08723947501426,318.03714144059524,-232.06295937878474,36879.15366116128,3811.5082286347997,-17392.27206902063,-5075.6515214279225,12093.706154881816,6841.061312974636,654.3058343781881,-3241.380494226853,-868.2280892141814,2271.656140446137,-15204.628269928582,-1586.20526218311,7172.0197911968935,2116.5220076933333,-4995.569463158463,-7238.63720532337,-612.5382853442042,3468.3043021000776,811.8318524102374,-2509.891654609953,11227.968114540297,1413.3783904159136,-5202.455460193109,-1909.139508792509,3410.7022270366497,0,N,N,27
14216.476373793119,2290.5989628813713,-5755.850061016568,-1644.6052648135758,5392.911395219287,9055.067574101453,1390.8899791911147,-3951.7465619454524,-1610.960593674162,2637.8648814991525,5330.949761993065,775.041415260399,-2653.558376862283,-1656.6544295420695,640.611292972118,8446.246972973484,1292.9213290382454,-3946.0558290745435,-2093.2255403396516,1852.8694181619562,18594.34360129189,2725.286155225927,-8336.3686697126,-3440.032987859088,5463.081364392588,12184.668567713452,1563.2954197100094,-5472.15547245195,-1812.760059576511,3776.879165967917,5387.080227595824,695.5173682831729,-2455.069243462201,-894.2255541737907,1583.3402492359032,-534.6547077510859,-17.147744208476233,205.9290075209516,-114.37158865689054,-326.99536073397906,-245.64975616652464,85.88444109026551,126.61312478559205,-187.0072000863961,-235.89961217869637,3772.066060682563,602.6112025205953,-1663.2061905506407,-752.7871256854683,1043.2708259550536,12564.21470835367,1129.8628677665308,-6217.887046150203,-2114.7630187431996,3333.834901988435,2307.5270127303243,79.93787221902897,-1206.4701500982274,-232.76270392286682,762.8072438769212,-6774.179417777798,-829.4881093848542,3218.1399994281837,1349.18934258714,-1640.3641868815766,-7726.832282920648,-928.3831645435686,3636.094600024825,1396.0288163271673,-2111.9039526070983,-6587.902769099563,-921.3234315070176,2974.5496474975257,1164.6437957208495,-2003.1292696656546,20275.089879791085,1863.9483737205246,-9851.852091649998,-2938.892759974234,6312.452435496471,3106.302167079796,115.05050296353514,-1589.7683356423368,-242.16651295761582,1130.9617088054088,-10500.195844012818,-1211.0129979858234,4973.308225247423,1802.5398758853373,-3041.2517439956823,-8280.779251900469,-910.8612651434861,3920.2817538244803,1331.9377545818231,-2463.749005847604,-926.6594584672255,-210.104297389455,353.74836373684866,221.7160156080228,-229.06051332080062,39417.69990711735,3936.4595528302816,-18730.800352454844,-5314.205456306536,13186.692241871104,7218.697879662714,615.5451589967636,-3457.435912076193,-823.9935939828338,2472.613403964144,-16313.530534210195,-1688.090172368782,7742.101285405617,2285.688555705082,-5440.932508371695,-7648.971424814079,-602.215453054117,3693.6264047585883,808.4049750340082,-2706.6477184295763,12056.098045474839,1478.6201424328735,-5627.345256167804,-2013.8720359320723,3748.0214161068025,0,N,N,28
15220.100172934395,2876.9953266099833,-5776.082368215296,-1894.8264329502072,5655.263304543215,9377.664297446552,1662.3002435143599,-3942.052350535658,-1870.077901860005,2516.180286754673,4937.426099253811,766.6467589925124,-2515.1629812368756,-1835.5660912753985,195.11036891263444,7700.842098032357,1261.3006737014316,-3550.293682019563,-2086.81334260085,1360.1403965333848,17426.515367806118,2755.464100020634,-7537.478467094815,-3229.142887582543,4856.676951924347,13094.524343071454,1976.2268096691862,-5657.198919699302,-2140.6643766494244,3869.2785537963923,5685.117496537994,864.6028319782044,-2518.466051319153,-1078.68606208535,1565.1362691692111,-819.1419947099216,-71.52473563017192,286.46297141929716,-131.39627779191994,-448.1609852314884,-615.7249108603244,9.990347639313455,274.43936825513595,-123.7014910744821,-367.91856137730247,3590.9660085449204,612.438383560381,-1517.6339293352457,-697.0971645325587,939.1804530770322,13444.06995942436,1373.5195597569436,-6599.30432014408,-2519.989788399875,3328.621246898497,2582.917786898568,147.8841532771359,-1341.6916191216778,-346.78592609151303,836.2149483753235,-7019.0175636415315,-926.9441106102655,3287.325657565132,1491.9903016155658,-1521.0605408427882,-7851.991848249266,-1040.1561901382506,3628.7750943483525,1529.0087371202771,-1982.2082101451472,-6048.520375669588,-933.8046856707617,2638.9140702222335,1111.0036095539213,-1741.996118952282,21372.226346832278,2098.1680533196013,-10379.529005468263,-3391.593687354317,6418.178307448159,3414.0962102172825,165.78700109698417,-1754.4902163565753,-350.1982059688679,1218.3816296415348,-10891.04066504003,-1324.4534471406932,5131.795910385732,1994.7110408896133,-3001.1319607699756,-8593.622144317302,-1023.2371389703262,4039.8129710921994,1506.6932115854247,-2440.7075741855833,-610.0921946260955,-219.58866398961635,165.35590512110718,195.619746613688,-101.69092525711835,41091.31869755569,4323.789684175742,-19433.603829365595,-5863.079316311524,13486.599039575252,7675.517498000288,718.035593199584,-3659.142027504402,-978.6543757687543,2560.5256059842613,-16982.23108010883,-1827.8378962521,8030.888332074714,2484.6337953040265,-5589.185752043684,-8359.093378986207,-719.653497896016,4043.1046732571,1006.8472088014028,-2927.84950917037,11923.762483713565,1508.8336551163175,-5495.914259791745,-2007.2915454508407,3588.738488655812,0,N,N,67
