m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80,m81,m82,m83,m84,m85,m86,m87,m88,m89,m90,m91,m92,m93,m94,m95,m96,m97,m98,m99,m100,m101,m102,m103,m104,m105,m106,m107,m108,m109,m110,m111,m112,m113,m114,m115,m116,m117,m118,m119,m120,samplen,typexpr,express,subject
6701.696343713529,7212.533905142254,-5990.348865349289,-6284.056688614188,-9686.028435728414,-3815.5491508833884,-12350.716000704955,5364.45739751747,3043.4434612845657,1611.7861451874503,4957.773300100199,1387.9661998581255,5091.629089163735,170.6202886221005,-990.2227996466945,-614.2460911251222,-2447.968989768156,-2597.9126425015083,-611.1241777588817,210.95926412705828,-10974.013993182032,-677.4861316579094,-3210.1964087363262,-3182.8524258936873,-943.4876226241804,-864.9390482039144,46.420977847647244,-942.3060982692986,-3587.865237077872,-1039.695959484879,10801.096333497428,2169.2818774328634,1740.6077227501203,6412.746308309395,5190.612378175972,2059.8422358096086,4975.031403796033,2001.7626906943515,1781.0042217379164,5020.099327954681,6082.403052457411,1458.810800541663,-3326.7633572874806,-2190.9782828480647,-836.5169259079009,-5149.716332650829,-8468.502341646117,-5635.934918389804,-2802.7349652023327,-5231.388688242536,-1984.2501920262632,-3448.635731878925,-3978.7528092837306,-9359.918110685861,-6065.531904276625,-1437.9640397931475,-4604.770451569151,4316.459930742835,324.3700785179593,4315.815912081407,8285.086158766717,6753.449694448207,6482.5889960354,3768.0242773927125,3910.4847885531044,5595.105419397524,3653.2943392138877,5765.062313274117,7635.396925131733,8966.620066717549,5006.3527734191075,1965.909902289502,7605.605891891475,-1375.3061898495457,2613.522209688374,-3273.403464158215,-6078.0705546664185,-8023.70351007957,-6407.535700711898,-8323.762065250417,-3895.651385900896,-1945.3258391558177,-3566.2167378427216,-2775.231266023478,-6200.32885065042,-6524.978943333108,-8543.22743108513,-6940.911574634316,-5127.627781868563,-2036.0473071337315,-9463.531298588237,-931.02359949653,-2039.1036913315972,220.09518163580915,5928.9158980060465,7485.757072198599,7678.587503783872,7571.8237535144335,8858.096103705777,4025.6653126486935,-1156.7177417644878,616.9321069943696,1754.6915591171255,3992.9218890441066,7707.331423217706,7606.3457152904,7588.153662838723,5725.385200321765,4770.078176979123,2211.214782921517,7051.601894208851,2381.908900827439,-653.4800332742417,686.7487500470115,-4838.2114906680035,-6840.198028799687,-7220.54999788214,-8124.290941180197,-8042.134997801966,-9225.033835968454,-3793.71869798432,3,N,N,72
5757.90753117859,6160.392345221911,-7817.815868243839,-4441.537699300297,-9923.803921955578,-2975.0491705223126,-10858.693843326238,4082.3503964458628,1347.3464054502326,2022.6074485521908,4326.539227504421,458.44519919263485,5661.410765067407,282.1577633469986,1160.073216504427,-63.28516430138955,-1227.295463297106,-2216.823857224982,1225.9816740862543,552.1484744041965,-7915.014567600356,249.20470022176266,-4816.926205466501,-3644.951405979681,-564.6772629021717,98.46476502139552,561.988237896782,-3673.32372415317,-4547.078398101921,-602.2510690147138,9758.068776542183,1515.750856799231,2727.0410963386935,6803.126101018468,3937.7147286761456,1320.6756964059703,3776.6521981112196,2100.246285005143,3669.4992600339256,8243.930787251356,4493.135657389435,777.0470924185424,-4765.00012205972,-524.130983405033,-491.5506653511578,-4509.859691826284,-6286.7813945511425,-5125.514778880101,-1610.0949381604073,-4465.050016903875,-1274.174543618848,-3290.503761871072,-6838.722075397963,-8887.287730373419,-4231.0712740585195,-693.0759515250884,-613.2974026053216,763.533025681802,585.9562048740078,3341.0434669128085,5454.653662984659,6197.399069627223,5817.237631522654,1930.755327700161,3586.4597571809213,1713.5818899745025,3566.7110143715795,5252.457751449817,9149.730292717877,7218.642524826729,3478.6633420684025,851.5370543596582,5681.407909227661,-2339.20420956299,1769.1250169686805,-3993.1788973998805,-4917.24304682244,-4349.553509552114,-7333.774426611504,-6851.062818610236,-1844.2720455861393,-2048.485163027664,-3261.571457815079,-2514.922901726299,-6509.211328684954,-7114.695596627522,-7132.740252113932,-5452.908463579066,-3881.1606536497193,-788.1876736156505,-5989.707127078902,-535.017362673173,-3022.561868051209,1049.4060532867056,5157.760254130755,4152.7703276474695,6055.514292415999,9016.317451749765,6331.293494701957,1780.282276599856,692.7423087167775,168.39888534762946,-183.18189503802,5463.938607169755,6844.854309985358,5902.905373349617,5523.070545305012,5527.037088726418,3544.859462657941,750.4470454319396,7030.389962364104,1761.6144276750424,-738.7280702655447,206.34495734626117,-3825.041061854343,-5347.70869233946,-5447.439440597819,-7907.672744964922,-8251.060103093743,-5772.634626670345,-1657.2095148643289,3,N,N,93
5703.158230754978,5481.788297518536,-7027.306747746028,-6371.914270235694,-7879.816246737341,-3104.7203981090606,-9198.8026505252,7872.7535167802625,4181.572868757094,1399.8155950936698,4657.843981314815,1861.6407237489398,2501.849532413848,-2940.374713187229,-5078.402657282395,-1826.5077646560414,-3011.029557992916,-2955.3700240272997,-2052.322675163172,-398.8362852774309,-7647.647227567271,1847.3367295144012,2357.6924058614004,1221.1806884707128,882.2509444349713,1702.0864465081042,1292.512325713433,1333.4200096028435,-1259.9794603176258,-51.376604201959374,11011.535682855763,501.0441154051406,-2971.8710467404157,-13.971117864788948,561.4422735766976,-120.73886650029758,2502.7299634581664,-22.05329532370536,-481.4308927278599,930.4320828918225,2850.8131158961432,261.25225175868803,-5914.188134336206,-905.3640224529184,1316.1099581180576,2916.4021244831006,-3251.8441815900883,-1616.5396893883544,-345.5020653946455,-2720.0062958926355,481.84691063028606,-1930.4606582371016,1230.734325902739,-4373.743917163506,-3319.636570019915,-198.18934433942047,3522.254645002058,2464.6319217600094,607.9560416649019,-3187.3404143150333,1007.7126082667979,4455.69255131932,1979.3860371910064,860.6139211794813,3805.5089294918525,1795.0212114030312,2624.8021001080424,166.53997602385905,1387.0075573542529,6156.285250964948,2507.3448652281077,271.4044867993216,693.9966936004026,-3106.681012337201,1147.7321171723977,912.8129032442348,1570.8708877175545,-3891.7430719490553,-4365.97958270442,-2812.846209940415,-1196.5691499150735,-4246.190584100324,-2778.6831307865928,-2196.8394891841644,-2321.2238345793385,569.2157070748427,-4539.73880013611,-5453.327303313659,-1851.4038097507494,-356.637168331587,-5665.583009582895,1679.5373002325075,-956.9069622978317,-1808.0812430565059,-514.8227312303654,2180.570750045115,4950.017568361384,4693.1120645376195,3523.738549792785,1461.0218505678663,2501.7821687767196,1564.2501434166466,2200.2851796619348,2005.0367818199368,1172.4842680940687,1755.843379776723,5927.4776449259625,3820.294374183111,1443.67129890452,517.7900096424421,8385.612841530157,-1465.6403886406595,-666.5535767442492,1587.114305776425,853.7110126982876,-1825.0592792537925,-4622.015240993277,-5212.869039685957,-5413.878796317282,-4039.2416415506814,-1632.3976467477062,0,N,N,26
6053.935725329515,6228.950325270093,-6309.109150527557,-6119.688366085183,-8925.704498347402,-3515.6215887797953,-11826.075792360452,6173.7070143876945,3140.8528979601974,1228.4139391425163,4502.0652650056345,1768.3444300379704,6157.802758017621,-1860.441827340296,-2474.357962379818,-535.8913647311714,-1524.8994740241017,-2896.417300795548,-1358.3018124256218,-227.99071118065794,-8836.570300886286,-432.54409721454135,342.8712327691939,-2438.147626832892,-793.9087543229593,-424.5718732407549,596.6089301985697,375.9000237856771,-2314.1035203100446,-590.7828423653434,9722.496328416812,2790.2550595921953,5.0470551878596615,2923.4644721012414,5287.082443168801,1342.796221969159,4827.174837206294,2564.654520063639,1006.2643963430473,2890.269609680108,4827.447838913714,580.2646551484255,-1963.9990460997553,-1807.5797418535556,77.81337691498679,-849.4327147652536,-6425.5156685091,-5900.072272814543,-2043.0856377475964,-4432.671904272051,-2184.6326355915885,-3034.2593890067596,-1680.9109409525265,-6791.632840448808,-4551.971553905635,-749.2283420846627,-4507.559403039951,3163.8701463632556,-748.8686282384584,1350.6778808040226,4034.976756673463,7358.4735316193155,7052.030408858772,2372.2031554427695,2910.2238674299197,4161.131313844491,2962.615548464479,3342.6736438324633,4931.181526908116,7705.957968583677,4092.1460286546358,877.3330462114837,5259.794826691032,-238.48757559534985,1762.3835953859361,-1096.0009252539746,-3427.4806808882527,-5542.3098304302775,-8063.820984558966,-7745.8516884419205,-2460.8954856606692,-1905.0214380662067,-2492.9037239254885,-2902.2698439820706,-4607.30174942659,-4402.156074005149,-7738.068507614249,-6433.465430470686,-3620.3417773944316,-919.1502845341927,-7326.730064288113,-2317.8107098408777,-1831.7951903436717,-1344.6780760819656,3005.1844929851195,4931.215177957452,5159.813235904263,9494.092415715213,7898.059581401486,2510.459607148445,-1102.962342045912,-1486.3839375238856,1648.2613955371432,3023.247450074004,5257.333733608372,6580.6554531196125,6905.7344687543955,5062.395134802087,3250.420308965602,1055.8517754396098,4989.803250643798,2556.5933471624453,-1009.7731987270106,1513.1638646229815,-1566.8866716120365,-4723.33419475284,-4357.777566471286,-6597.023334512511,-10586.285036335772,-7583.035601891262,-2381.4151432809067,3,N,N,96
6410.124487969177,6605.256100893782,-9592.85248554419,-5367.872940656242,-11037.394906082258,-4145.69381887702,-10357.579874316461,4732.504155790787,943.4716719593463,2851.302666676428,4844.007628848361,1493.8282197111253,6535.9476053029375,-1525.3271731892492,2004.2669680292313,1412.009943011236,-1662.1227664376145,-2677.6405336623734,855.3364781391526,371.96588475417934,-7778.186008769262,2306.4245497520124,-3477.15238892568,-6574.470397596801,-2211.857883160093,1892.0387892227493,2423.9020409401883,-2329.6105857640314,-5976.277166526936,-1212.3099727837189,10986.484941082657,2520.6547309465236,214.57532427860005,9918.605909879105,6339.451130481491,2567.6729057346656,2227.0394447711074,1780.6776412083352,984.6939781216731,10243.225275742952,6754.987508503182,1611.9271861226039,-8298.258749582803,-2796.7622477296195,1233.0612216806078,-5518.2326718093655,-9290.94946794956,-5790.182684322188,-2851.390030878559,-5119.3429577269535,-2247.2614228358393,-2333.1976422726993,-7336.641188538119,-11852.021506595911,-5690.047131512922,-2122.415440095421,153.7803699036772,2655.585339063437,-227.1712704487379,-84.65436714618589,7817.43770927942,7561.902805104181,6023.363148917883,2695.631053429611,4152.638177630803,2050.7009460996965,2979.0657564736243,3001.3478861561553,11608.044388627677,9272.381649506151,5146.318872849679,2350.367442323125,5439.918735069347,-3737.749921742874,-114.290101356909,-585.0931294839712,-4233.098169606789,-6927.276100479619,-6894.120669423426,-5711.655514022956,-2510.8446029335228,-2193.6312062207408,-4189.967593898119,-3111.574064809122,-2698.573812685066,-7408.411743330383,-10774.733584364489,-5823.992238743823,-4470.8764129703195,-2539.30645624087,-4630.196969157622,858.1493738014415,-952.7641592221011,782.2236169900144,3852.2780314083284,5052.723808452544,5474.620143356335,6928.180917311528,5611.236888030008,2178.5077355105636,1488.3194254661687,2263.519583655356,2223.2676360082614,3322.1147717248714,5037.664819154729,9577.344405462007,5614.268486104535,3092.129800276405,4441.444020055956,2563.6792222882555,6226.566913724688,527.8398595080656,-284.18991863442017,270.19755442245054,-4052.4622706931086,-4850.630655223645,-3397.4116586596756,-6444.272674765247,-7319.506770307249,-4908.163940158619,-1803.1083123639592,1,N,N,55
6291.07659053644,6196.600133982939,-9814.017180166946,-5776.829972507314,-10237.074629049137,-3481.992145951824,-9477.54339209147,6607.054284018562,2566.931655057234,2440.278720997913,5131.288688798924,1491.4013209509217,4379.178662583907,-2665.226684253712,-1225.6646208128423,-532.5961359813568,-2249.944091817141,-3375.0996888307463,-459.1944856607585,-68.77259625261182,-6353.334007851027,2590.8219778139296,-1381.2808988167876,-2728.3593680850854,-30.49061889395647,2611.6660660739803,2017.528397470838,-1016.457701196501,-3593.3145121097537,38.94733241894406,11381.730995563272,228.5549384618049,-701.166738222054,5447.389277205176,3118.537455218455,913.4009185728403,1394.0406740127144,946.9830701740755,408.26021551952465,6288.997446195706,3572.984065957613,227.02947964798264,-8186.067366229159,-841.7035258155961,2631.2253600043678,-2825.322194987034,-6239.551540079962,-4568.744112858234,-1342.580186955921,-2816.122382714869,-352.59881938310053,-960.2372693981383,-3985.749643388519,-7886.275330463929,-3478.1035711430645,-388.2186756734714,4889.506465677547,1647.0374873220878,-882.1458238165611,-672.870801398177,6007.54589371752,6736.11093749011,5437.324987549974,1602.407664275492,3467.590066080114,587.6225000705466,1798.2277511371767,1038.9617751444455,8183.035500001947,7030.240621734529,3121.824967959471,605.5253413955676,-358.8520712934707,-4399.160157747609,790.779067181075,61.974554575765374,-4065.1122120721075,-6128.598440792487,-7709.881959451488,-6157.362573973983,-1628.4670947567683,-4126.290634133011,-4223.528027290868,-1690.4157656338089,-1370.416465071214,-4883.965518738071,-8465.484813905265,-5434.804170104738,-3302.739337101815,-767.9614205315609,-2948.246593166942,2236.9689535145853,-2318.0542136256377,55.917338586475715,3636.4683909031714,5980.757593380427,6751.863889640515,9016.52889728932,6047.376274272633,1504.8313492201355,3524.105474466868,3100.426911928835,1260.8304588568901,2015.9752344196497,3337.56339452607,7887.03320050174,6764.024841707631,4708.760517511183,3458.3171048696618,782.1511031602215,5891.243805069607,-521.0042149083566,715.5748202860448,669.738870832601,-3140.1964919791358,-6193.916940888575,-6040.529642974286,-7889.3497126533675,-9265.781617034881,-5366.128597994856,-1441.9540562883735,3,N,N,90
6472.831535547383,6797.92431164281,-5899.646690037501,-6508.546022292745,-9229.859430076916,-3650.906105543021,-12362.663051828944,5939.653165022304,3824.3062307928512,1156.9130107542624,4861.438209737421,2004.6657107741235,6475.660674555699,-1764.7651371927504,-1876.2877529345396,-905.2583879168014,-1578.8025561087393,-3765.8329820377344,-1277.318533061029,248.43036207258098,-10352.34096506926,-116.12140456828114,-1888.2845623935166,-2853.9216682532538,268.336527945143,-1179.294650655583,934.7412019512492,-17.218029115982233,-3080.9263041514437,-805.3808622276501,9807.732271446373,2315.016316992255,793.5128023419323,5353.684156662782,4497.761735016125,175.81882100179783,5383.9261517943105,1434.7009303431776,822.8166476731768,4316.8930500113365,5025.842243783023,569.6448204521437,-1806.2269404765152,-1482.9548140910367,-1160.2963992144948,-3314.375428153481,-7658.8532142818385,-4881.424236139314,-1079.6008925386768,-4988.810110976774,-1204.945645493839,-2563.6220414340273,-3200.137177657127,-8125.224737860107,-4368.545826765365,-886.1242673833167,-5853.760951605897,3460.208378974223,978.8182951774405,3608.303992030402,5468.3466319980325,7500.503194065139,6471.902330161848,1228.7466280541526,3426.471558451885,4243.53875780413,3608.7057617883975,3273.4718816857394,6242.435523424235,8435.160634370755,4578.256479091042,712.4339697007214,8490.52481485614,-162.58053912919863,1056.9930920829195,-2695.8012439971226,-6667.361899147981,-5927.57572743608,-7939.469527036394,-6457.285985635928,-1623.8365593869346,-821.0437909081065,-2149.593695804634,-3232.2911104329924,-4795.627355916755,-5149.823981598646,-8005.7582271389465,-7386.402121897981,-3483.311414639274,-908.2192128951978,-8170.204159936418,-2780.1976775139087,-121.01647462374336,387.4823426643911,5956.867391947107,7978.062488497323,5241.166062034175,8387.949671775184,7223.500797868693,1576.968296354915,-2612.364624914969,-871.1386483840095,2886.319316328973,4120.087035116692,6279.068017333038,7224.218555781017,6901.704916056625,5167.137793106081,3615.082633115523,859.3105910715519,3349.366064963043,3171.9173262860063,-796.765558724753,-572.8169925514319,-2880.4504439953603,-8087.936499215864,-7107.4346231165355,-5776.126582754239,-9941.44629053253,-6587.556000729402,-1590.428852254579,1,N,N,5
5559.918781972272,5735.159132062129,-5106.767709247646,-5877.071030992277,-7526.382632575569,-3360.3850778394235,-9286.50745825137,5517.277903666785,3356.654659623767,1044.4922587230587,4460.601404414359,1693.1902556717653,2636.529238390822,-1161.1247783025688,-2133.2756353537525,-1044.798467055743,-2245.2458096720948,-2622.962651533664,-1592.5138807980702,32.84810582200681,-6831.1583111759155,576.6894310710185,-971.8807322468795,-2006.7808562233624,181.20189882854382,673.1351197526765,664.2796407485957,164.31348199249484,-2111.8134059590466,-662.7766558914062,8366.140339231059,470.5482121044787,34.63291999910716,3552.3347029234196,4005.037854203947,419.4352267176935,2161.574084374192,66.25206795096445,985.7277844531067,2454.112523513859,4664.655169359207,799.4535575497734,-5012.35832360473,-347.4751007941317,-659.7064918477638,-1134.359897990439,-6888.423533277876,-4098.00634633777,-976.3052882532671,-2549.6678228412347,213.76077487905775,-1705.7756128825454,-1736.459023720867,-6856.097302448144,-4738.627985862234,-865.4343150514901,1030.1602202186548,3267.674998174263,124.74396869430345,2670.9436508009885,3668.6369431306416,6608.440072577898,4528.438012716286,1332.1989271247455,2953.060929386751,3007.48711132262,1796.3431280607574,3188.758947747425,4259.169428978336,7633.657640843473,4125.8862942671185,755.5424736441679,1222.2700355006752,-2420.781288053111,2020.5321172513625,-2389.445750266513,-3331.9396352809063,-4880.900189436858,-6837.5639896732655,-4952.584614914932,-1813.9213718742465,-3296.1724139511225,-2472.9752204045067,-1764.5089275963921,-3543.2349991089022,-3091.220356829914,-6198.574050518661,-7011.584536641297,-3138.745116259884,-930.8577510951526,-6530.6663169506055,2347.332940462486,-1666.6590458075914,-605.0161524133049,4865.347434828625,4939.454885379342,5537.571086960466,7010.019315986138,5754.063043837696,2005.0027293339913,1427.4125160611727,2328.035502827066,1060.029103279146,2425.391732128015,4957.650874611637,4495.562449853642,7027.75714912735,5042.2047941892415,2855.4427569040854,1102.783962027825,6973.2710369147535,-359.9193601616656,-589.5095593159457,1352.966383559071,-3088.2514629611533,-5430.424247367605,-5208.662637867331,-5571.0204656567375,-8097.1116207253235,-6001.882071594685,-1994.6443518685624,0,N,N,27
5976.586422986854,5698.302551145038,-8757.228264757932,-6220.500641540701,-9139.996319934882,-3400.210994131284,-9907.360095363134,7853.162301294426,3194.1962279994377,2050.7780069405594,4653.814463351464,1837.7900317219605,4376.5845834163365,-3052.4371262458567,-4291.388976932454,-716.6293828771419,-2523.183436319299,-2463.3838893185994,-2078.395547669217,-364.6187459272492,-6861.499860118722,1740.0663526659791,2961.1467533038162,-871.9163945010608,-275.98029717320645,2390.7940109428077,1547.953203417809,1276.7582112113125,-1569.478888896465,-148.8576459198812,12075.359976963902,1294.3081633862687,-2645.9985014449076,1178.6932092634054,3218.7537486865285,948.3760977869492,2441.070533732238,1130.1083583844368,-196.25540410450884,1631.6874246519433,3379.086677973526,433.5916346562763,-7305.548480950964,-1916.465703469469,2094.395894296627,2094.391403298063,-5499.118851011576,-4308.814824524689,-1286.6488670780118,-3696.749186755155,-1619.8637114634614,-2353.501057507855,661.7903024515725,-5410.68591730761,-3940.8812358033583,-551.5237748489973,2417.9063998751585,2691.736484111417,-1554.1573778483496,-3450.793078478401,3171.086885638897,7082.596708281097,4531.961367551015,1484.5619517425955,3712.584693115955,1863.6607990748455,3114.9012965139755,404.1287903909521,2715.888372215598,7162.3534755633,3472.197814168091,669.9414942216459,1438.0154771858436,-4058.5718307338875,1507.2113033536668,2501.5959159310846,319.5081858969024,-6654.532274618373,-6956.611655397003,-4757.081685099428,-1517.3248353476297,-4257.23254230754,-3643.631776757755,-2774.3461840963564,-2986.4464749586004,-262.3511275360925,-6072.619717641931,-6483.359191869652,-2998.6046606708505,-727.1831564564287,-5741.75003258703,1818.4128813462567,-1292.2594838966165,-3739.317874466892,-1397.4383210660794,4691.684599646182,7777.62763885627,6715.100033443536,4742.828569309487,1502.4972321139521,2732.6628856191546,2409.9048587931024,2184.5912693061186,2071.823218848652,1998.9497280594637,2916.0166000815725,7457.681732166642,4892.473296155671,2601.3359516591154,764.8960944461277,8484.896462744982,-271.17820629588306,-339.0563247988602,3586.952446531137,1996.0229931988974,-1940.5579544891416,-8457.319502220851,-7100.994739208989,-6495.721965296529,-4604.618349469639,-1472.3163996917322,0,N,N,28
5961.625858336216,6000.877680188925,-7883.182207045224,-5525.348600649369,-9255.00318234362,-3385.5933798341025,-10598.603625035768,5856.440771517395,2112.4367519926864,1281.66970543926,3761.085879606233,1615.4367602923212,4188.032115640233,-2321.6349199104493,-1710.4015141899,794.9203161993076,-1529.5115925987343,-1786.6557995436524,-173.71329622488878,375.25118646020996,-5109.528298273984,1297.950663203368,1552.6420200453472,-3324.9502803566766,-1778.0871749198798,1897.9480250566069,232.63008748722055,145.66927833022694,-3723.1092343290325,-1476.3541000644614,9023.719294575407,2226.944810047291,-4136.680244548816,4243.516884913093,5204.297473245591,1792.9279045718092,2975.410682543372,2080.4804030081737,-637.0747802867537,4470.703877916869,5247.616659652716,1658.0668717949725,-1246.6447323680375,-1925.0621677907914,2816.7119022507177,1325.4334266221917,-8231.122197092604,-5549.190523271049,-1856.4841650943622,-2300.6198987784765,-846.5263510010557,-2331.410286961456,-1145.0195654927616,-7862.10782357939,-4939.146165122566,-1806.6136643031248,-4403.1200440551665,2452.179697263589,-314.09926235916123,-4712.767870260514,3619.0128720501734,10150.686799457444,5517.040707924951,1730.6610462687374,-801.6154342313652,1062.6946147058222,2519.3194708412593,-15.628317537553867,5034.242721675351,9292.566739719716,4213.923504361152,1945.3576354752292,1192.6398860385032,-2742.964548259573,-183.76968942574354,1789.4902410301129,1316.1477695113101,-7210.166207888556,-9674.933525558252,-4967.234357960175,-1347.9932999691664,102.15069718144582,-2444.5637522949405,-742.557067747495,-2581.9788648191484,-478.7904295950862,-8421.60208272629,-7885.264506486086,-3448.7087098149113,-1855.7565150965304,141.0024309278085,-54.079401099251996,1145.6269076900355,-363.3828383286402,-1227.9509012954688,3260.131555573587,7993.196208947692,8674.135697923331,3836.760931705141,962.5579821553381,-500.54867078885314,1264.848727266901,688.8519951043279,3098.413440680747,946.8197796404531,3559.02529430192,8463.29082536506,5437.073696955352,2247.3440438446105,1597.642153209003,-1671.9642826110057,680.9776381630368,-1790.6067675555464,-1325.4060745187376,2254.97515914877,-3203.855892679861,-5818.0523311267825,-7754.002737856743,-7187.466341011009,-3110.272155050484,-642.9062731418081,0,N,N,67
