m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80,m81,m82,m83,m84,m85,m86,m87,m88,m89,m90,m91,m92,m93,m94,m95,m96,m97,m98,m99,m100,m101,m102,m103,m104,m105,m106,m107,m108,m109,m110,m111,m112,m113,m114,m115,m116,m117,m118,m119,m120,samplen,typexpr,express,subject
13380.156065735642,13152.549779147854,-18618.934485638856,-13178.017242351027,-20208.491944751957,-7122.183271747033,-19635.410537416246,15226.88359598966,6886.477940011127,4505.975739362723,10386.021054250568,2267.6633147324424,5772.312583310303,-5976.656653333886,-5958.2226640617455,-3611.064234525421,-7088.449672113404,-6672.103353888438,-441.2117580815589,-176.7112371150137,-14498.668974492835,3225.802326864325,2416.0760488658525,-372.1784168662996,1614.154038952902,6167.450005666363,2089.808630368415,1169.9568508101365,-6174.587387993573,-585.5421256087777,23406.82510514424,4854.393090509323,-7058.772368907323,5680.365179226498,3195.64329980081,-574.4996242694294,3627.8181519011755,4789.894653684269,-3508.575375827387,8418.012636011326,8447.663392064369,324.91825925801226,-16297.00437665258,-2285.1523445926964,4284.410237623247,402.89380422583923,-9991.269012332936,-3374.9902047431974,-592.3444218669949,-5383.732872639907,-3700.754927964874,-1744.009695509531,-2002.3430305876898,-15112.572262283707,-5323.041190915471,-450.725152073909,10211.483670469212,4194.991098689863,-2349.1377404331843,-837.7206905165193,6576.0878097725445,8760.724890209947,6478.254376196949,1141.8562343550532,6544.654801407133,6047.312719864744,4721.453084600647,2302.3025729988185,11651.407992739436,10930.041166643095,4498.440285950541,524.809908305183,-4651.361750255385,-6371.256019263149,6354.897684455043,-1466.0866545948525,-4262.109012928824,-7116.551753490572,-13641.985722931302,-7163.759158497069,-1523.372124860223,-9274.690894887248,-7860.168003618852,-3286.265119709514,-7540.940970436755,-7053.24282476341,-13467.485247333667,-9105.962892761669,-3173.7296560164827,-859.3638930916613,-4896.868314702865,2876.889512152822,-6859.923367537649,-2581.098347209151,3039.540515490704,8315.736945099363,9667.2677513147,15293.231563030522,7668.914119308148,1411.6471860346794,7622.022293978932,3190.4105205109026,1301.2677907226023,5683.501710910763,6841.576315189151,14813.283000825626,11613.015418183866,5491.810391501131,3309.4289711480924,840.6937449337548,14618.682482929198,-4249.644656880284,2431.2675062944845,1961.4002842858938,507.40463305104873,-9328.851365487517,-6130.374669641911,-12709.589992934874,-17358.209359810106,-6154.7752608067,-1533.6738605219673,3,N,N,72
10432.60651967374,9858.201200676414,-21268.97189144331,-8455.780590502138,-19350.674370838766,-4031.61931073428,-13507.852637273147,10848.074657115296,4379.21653303364,7303.071872846891,6954.402715798242,361.78924341110564,10909.448301713208,-4077.115605980181,-3372.3268635490604,-3615.682263826639,-2565.4108706561565,-5934.192554066529,3005.6827405209156,-118.87810586382078,-7936.252142362439,3684.339520959191,-2823.191966719743,3577.7612070150817,2759.5385747095534,4243.673867196597,4070.8503550407268,-4851.928293631607,-3701.290044302978,509.2272688441889,17115.834290580595,-1131.515471302036,2658.0511439412708,2958.1693500703245,-2647.390785383818,-1933.9671129648705,881.4841991079993,2339.1520146387024,2846.819425184869,8006.364123565501,1856.2749783749682,-729.8769930713729,-14072.418197540303,-678.6576761940918,3992.30134742658,-7802.460684258299,-3080.573547262338,958.505081107427,1364.1088546893297,-3976.535925683914,-4964.4271146155115,-2108.872252207058,-10615.859573618323,-5932.319641431031,-494.3752659889167,710.3329812298697,9466.493421473278,-1251.00088595716,-8159.684259228191,5174.238408073592,7545.538267307544,4876.53908963911,141.20337534510207,-1126.7354937371274,3978.0674942839837,286.32665318375695,1309.2370164086726,10419.170064425049,11281.973429161815,3011.0926928198523,271.7251773974975,-724.4368921139463,-6792.976462923648,-1439.0693763004526,6500.229456581546,-585.1390834425513,-6899.385684916516,-7950.890330743564,-6961.8939413676135,444.01711775919733,861.6471225741886,-5864.873834788242,337.54416635792614,57.213629382865165,-6704.491722837796,-14060.362041007014,-7161.040111530777,-2449.2017831102107,440.94048299415937,560.3183621852182,-1821.3998734228592,4506.715887246745,-4079.046612002776,-2107.3367045611594,6080.31818576079,6414.134946432757,11707.764703940364,5204.822602153531,-815.6411092285583,-719.9070107323661,5578.161095887076,2017.6352898069053,-1138.1879871355045,3304.8332075463077,12253.86125977352,10493.870032310193,6096.296901594553,367.03497137082235,-557.3323003496445,-405.32212383850174,5742.619094872095,-664.1353383572331,26.808889039689877,2932.9151470412667,-4162.108171054748,-7042.037328021739,-11111.111250752827,-10658.00419205966,-3716.164756884951,1442.061072992487,593.4154621480184,3,N,N,93
9883.521966006701,9243.239873370523,-18517.83570709951,-8754.111138762866,-15920.938965458152,-4521.698619541658,-13262.155505663435,14507.906365018202,3705.9683766234207,4276.796878050015,8468.067969303962,1106.482506263332,5035.488086876131,-7623.958668246513,-6674.313206139836,-961.226513779144,-4014.5876888997145,-6930.158004923945,-1254.7007155930146,405.0173875410219,-4423.788967296033,4403.197710768556,3888.346011388812,1310.1215416952139,-553.0943879736656,6271.829584278324,3772.299901779188,1087.0757672266602,-3095.3254829452935,-844.0779578611744,15305.377663139614,-1710.2179942704397,-3948.9953312206803,795.3162126447686,1319.678574904525,1528.940739659368,-246.1061505795806,-885.4852314430187,-794.4580456267536,5094.998160000261,3618.079440050713,1139.4274806268302,-9928.21770164826,-368.0130677874129,4456.263894706231,1936.9404181137782,-3829.6708288673494,-3595.6464252693554,-1786.5650064091274,-873.8098844581248,398.0769049601015,-922.9123597673804,-2248.830775843097,-7837.427757353577,-3069.1618521740843,-1256.2619074572733,10567.700291201112,-1837.2373921471699,-638.3193326698087,-5086.006985923614,3165.837486613902,6047.443544278427,4972.444532589764,1549.9496280265992,1247.198808182047,-2274.420865034033,4405.384625040201,-802.8403217042162,8335.634607168873,6978.765723528501,2443.006769001839,1154.6650467192585,-10518.814563247748,-1887.4686705819092,1515.877866738724,3476.1089464900656,-1355.4066831970933,-4383.760563394819,-8919.178595956922,-5056.558035625157,-1104.5407846786832,-4954.978788332199,1221.9739298816125,-3493.143700037658,-2068.8426033595733,-4804.349325647597,-9041.200825335023,-5924.408854389079,-1608.9923476525173,-859.7351686067916,1827.858685455415,3841.0439361624053,-612.1846820569768,-4933.619351762866,856.8897123226351,3270.312460325378,7439.936425159827,10123.07984478864,4494.115645956093,689.4293626703525,4333.292799650532,584.4264328584677,2166.793736994038,2616.3792077644803,2576.795532121425,8906.833076983605,7861.731100639317,4566.808659782304,845.8965169949516,465.9705537728806,-329.53162812818795,-887.4279881973512,-2913.3514272660555,5040.718134758066,2264.544588355373,-6846.9955860430755,-3156.8437961959935,-11161.845646627662,-9719.870339675846,-3699.8113270310296,-445.82607934322783,0,N,N,26
10829.85725763111,11111.933395796075,-12443.717996924383,-9922.531215324625,-15341.81906168565,-4891.25970663638,-14163.66112007257,10302.25680130953,5361.321930041791,4292.132627086827,6915.517892632719,466.39664060759856,9142.799935009689,-6519.869064803154,-3355.5458880081187,-3400.3714876782733,-5132.356418785131,-6721.530471798719,1535.466949172645,443.9444164131199,-16013.72093878184,415.1528677783321,2177.667804422054,-327.1995312432475,1475.7446955732814,571.9878815549297,1371.8528246751164,150.58731349735504,-5056.34599993883,-313.16068120807705,14219.513277423262,4012.459227943085,-2545.32460050549,1535.9756161636994,3149.484173665323,180.07599385050855,3640.8197583799797,3712.645955023257,700.5334072951725,6196.196319679328,4499.396821532792,386.4694204399704,-10691.74776955126,-1104.843233745581,1509.8089687846584,70.41979115548165,-3194.516168751739,-6820.18102253422,-597.9478322775765,-5016.087405042051,-1776.2945730622505,-3756.2791892009177,-4777.876999384098,-7819.130855863473,-3555.2836037594157,-57.57520902327496,3803.846160860109,4354.514436627219,-2040.9291467241717,133.85670175934473,2499.1200023435244,5796.62046739106,9248.411439785772,447.9755343948404,6228.514382406205,3471.785991248055,3954.7484219914313,4500.14228567701,9982.481792801445,5723.51409546747,2977.0184263467218,-455.8043637981856,2311.9336151191737,-2760.925283199585,1839.4307156090185,1785.6439691826704,-3943.6286504444,-1445.905928223732,-11266.500918094956,-9058.6220660879,-195.24294098550655,-5519.465895110804,-2356.013077394827,-1833.1975779479285,-4698.875836995926,-8515.893530102554,-8386.039317232879,-5902.256335046085,-1477.9001907250301,730.904635639692,-8540.8335224886,2271.9690057808493,-126.85321066796696,418.4261299333535,37.83693952046234,4507.493794005846,5213.052753233612,13111.04547667108,8081.720911206627,-205.70534520254344,2824.123398847574,2288.707068988735,1582.2496547680605,3557.7908616840896,4631.58710569901,10092.970026722809,7130.089506580597,4990.923520994584,271.9150109308812,-821.7133226374712,8033.236603281417,754.1246730125976,-2349.0591894298677,-2630.4355232098965,-1207.8317442266314,-4808.71328312994,-4632.450125402863,-9679.298687726301,-12512.01244455529,-6547.1055722455885,652.896400476059,3,N,N,96
10680.25161112473,10545.650538200256,-20344.31949383712,-7971.51254630122,-19270.014182859497,-4728.348188414192,-14900.953617049709,10564.700627714714,2694.540451658537,6081.317339649697,7950.531739881597,867.7492701856434,8589.256294006012,-3695.8916921600066,-1140.833957599093,-500.5651817724845,-3524.140871181446,-6140.028889229713,2009.774031890443,238.94882543221826,-8330.233419215429,3433.5123663475274,-4887.720179813614,-1855.9396805456845,-1126.6824748912843,5181.640883630982,3949.7092411547765,-5398.823154034682,-4716.818764243632,-971.9683902442104,18903.899308524833,-187.4009593842403,3597.548420209576,6966.62999037624,4783.857087872039,1654.5016724734196,1236.0411348866653,2216.4334821967655,4285.861975278341,10999.315174103187,5695.159669397821,1224.6563842700518,-14643.84890259377,-1050.498629185041,1856.914105480936,-7524.966272026726,-8086.589537917239,-5761.0110801305245,-1624.082650198149,-3661.258189050234,-4281.8353733281965,-4098.41643207804,-12035.496485605889,-11766.304121942192,-5050.964102433539,-1195.7109084796277,12186.488902161813,-627.5847369698673,-4528.314710644931,4243.717330499528,7427.011319422205,8655.752329535424,5840.901585840026,1335.6414774327043,4789.2283914993395,732.9856194991359,4730.132409881543,9486.530896907965,14037.573019536438,8534.33574778329,4222.643559318394,908.8580970183368,-8261.101469165307,-3446.4591666054757,4538.984410357551,-16.61860461029133,-7476.612944776277,-6875.78368609848,-11065.27515379109,-4620.870821523108,-1220.6619503770853,-8113.165768912945,-2377.8938205715476,-3044.310036432309,-6317.049234204639,-14247.409852078146,-9092.991236397713,-7474.240398912513,-2363.4835985558157,-779.2382808856717,-3882.507883005556,5147.388503786164,-3917.109146113437,-3424.9569150577463,7298.360805963717,6308.926374507269,12443.944773958725,9382.885112575706,4365.655459070251,1056.0230648261474,6655.237394202833,4325.020837118039,1545.1414434640392,2607.1855239965785,12184.19002805416,11396.719285117342,8815.859781939838,3769.3433347316713,1788.3964101823508,646.0477722548926,8527.762528787074,-1163.9840802572094,1522.0533296354529,3102.4556451532567,-3734.8503820881388,-8463.420445041756,-10339.951790445455,-12181.753500038998,-9090.250645846158,-3522.8915852240466,-959.4700879402938,1,N,N,55
10020.076907179548,9797.109677097165,-21240.856518545508,-6214.015424178642,-17917.228719719573,-2850.34823848689,-12254.342971625347,12193.543108304535,2000.1299418759193,6197.568505076523,7249.70161401698,-584.0472886301702,7184.238262881658,-6151.476017569265,-3960.7670664705147,-74.95202363625877,-3718.164343276946,-7590.040861407312,1618.531506971739,1143.281413007897,-4202.32025259521,2369.2908489210267,-1290.460388875216,1065.8964030316445,-1617.8917987089417,5162.389868505238,3765.5093562219904,-3816.322707471683,-3127.0508234188396,-1484.7531996843636,14049.687048917061,-2521.6212320304503,3501.1038530714222,548.1476469220624,3026.0217739914306,2111.145412713628,-711.1141474381473,261.9458888487444,5485.91493733363,6245.8197834899765,3636.453644875885,1426.2371212568648,-9303.905812508234,-138.59273632042834,2736.709019343719,-2290.3266427047993,-3304.245689326983,-5604.560910095047,-1731.9302444885468,-241.9933748333305,-1398.7921506106493,-3673.144118676356,-8133.897773898056,-6134.373954976202,-4024.2154069965636,-777.0258163798802,8075.29499058005,-362.1154132758165,-3909.9855900220437,-262.11822346671596,3718.066647663868,7766.532993068096,5172.555821978962,1411.8820986607236,-69.41219342246282,-487.4377880109659,1895.8406494496094,5838.1676036022545,8024.931642043225,7507.424389879084,2578.0164421118593,272.8323759868696,-12251.795017097293,300.98374227468736,1208.2897610971554,1044.846171985695,-3484.017392397495,-8420.820344890579,-7562.504502747191,-4358.130692467627,-1057.99806794306,-3489.450417893827,1260.8542668729508,-2294.0275947321034,-2923.7786817138503,-7728.616268801504,-9646.252226381019,-5252.088116166081,-1138.0829790484797,-17.413688621662068,4291.729011928972,3840.785337580281,-1042.4943736390037,-1041.7187123448477,5438.444494169526,7572.775135542818,9735.531380956838,7189.340065593968,3252.0024627279076,576.6839505885138,4037.7414879625853,1453.7079462612637,2110.9925158731266,1180.865968645208,8235.925122341587,9372.542034540962,8185.545758863426,2851.305091981673,128.30357523946563,-236.9029919453895,176.68185279717264,-2233.485265985585,-660.6354570459915,2126.584834351613,-6812.860450497143,-7665.531040271962,-10754.364815692781,-10167.223352350302,-5982.713801089018,-2090.7122222449048,-267.1627305248679,3,N,N,90
12323.048933719272,12194.616028993345,-16699.909952730057,-11717.75351852467,-18443.5644064685,-5666.618052234462,-16611.626420711167,12893.891272186971,6752.23963000733,4718.245852237882,8027.329580644397,1314.8378711755436,9497.615206862514,-8893.004500838131,-4751.980550880186,-4404.5458034066605,-5743.359856661592,-8261.075291845735,1624.3731016784438,-239.19380714669202,-17100.832306179822,4764.722098550449,2070.3147381486556,828.0052877129784,2315.6562351974903,3564.5089001526785,4264.949939425252,-840.1489846934536,-4899.758799595847,-126.48275875816742,19661.48555576483,4826.6526770422215,-5995.117374457397,2514.8638115406347,2918.146190084935,-1125.5833111964923,3317.7447625686514,4132.141231597022,-1420.1368448355981,7553.890257254991,5450.424494260267,-205.4626541242246,-15750.87460304994,-2088.7060897767306,5328.409219180083,1513.6606241264228,-6048.93701929568,-5326.609306638742,-27.66512598595602,-5956.273012513385,-1229.5739379929246,-2576.918841872571,-4238.676291959818,-10341.142383086944,-3660.285979820004,13.355791072827659,6203.10889661714,7356.336378424929,-3605.927088417149,-3281.9017019963662,3503.8074363747833,7966.982209261614,8207.757088304012,267.5897561274096,7660.300795977638,3596.8290908828617,5137.243809445854,3007.809840489041,11312.70533829465,7361.042243348635,3523.003856786408,-62.79282444663678,421.35676390871305,-6792.233706028638,871.6726223249054,7743.8933671411205,-4381.147978740636,-3174.2730360310306,-12632.503447163088,-8108.314771121827,-279.4246577723895,-8741.667052082059,-5769.970096668767,-4979.571517456393,-2904.035230829758,-10968.417671020085,-9288.001579124417,-5967.310524347827,-2449.8419588898855,142.30171169041114,-8808.005096765242,3107.180091128682,-139.00593823074115,-7887.382083409324,-1952.9728153156107,4856.5608861652245,7712.532264862577,14135.473595700381,7362.79891938692,228.21301983848875,6605.021227279771,3850.8156828127057,2259.6761701856694,1357.2887113750967,6162.996359205957,12893.126380478603,6618.118334547614,3786.005723135489,1574.1966454048606,-143.93141825640632,14057.755899250178,91.60255640111937,-3898.200357021315,1612.123415656086,6240.334448589452,-3688.215599354001,-6451.906504024603,-12875.617091538856,-13910.291319970436,-6218.302678854166,-94.07174239117364,1,N,N,5
10274.406506240395,10416.954596090804,-11603.07503548134,-9874.773018447308,-13981.625768191147,-4759.022882471373,-12478.842597877081,10227.266879266708,6016.274486870444,3534.023836486528,6873.368781735313,1286.8042226743123,5190.986786375489,-6141.809856987734,-3825.0161480752363,-3304.3520336692723,-5311.967110796996,-6428.21704102053,485.9863235581241,418.04685996150937,-11055.911213362997,1341.5755377112137,1384.1809365448928,-510.9958173190227,1684.9415458125159,2872.9358167875785,667.7374720130638,288.48499848285513,-5161.931574103506,-609.7573606361391,12020.247851568936,2665.5736184549096,-4327.331593392852,2700.4711466783565,2326.9499855454906,-160.65836150922502,738.2297007835286,2589.5548033583777,737.2365271192917,5164.1026527673985,5547.75775112146,656.1252197014481,-10915.184753788306,-860.0865354302056,2928.5617653772188,1890.5124588567871,-6214.442114164638,-4386.50749396828,-760.2043416498065,-2105.7706721053078,-457.20011592754764,-3958.0217813870104,-2521.3900033269315,-9102.700999166587,-4514.582700134157,-577.3962429999859,8155.759634617689,3781.0422899735254,-1765.075784001101,-4012.1019578460014,4956.31155207554,6955.056299448744,6177.179062961041,1157.1634454605837,4258.992383132405,2299.173472419489,4323.551573109895,2741.622384951703,10013.883939928328,7518.411870068476,3734.619768244391,316.1633328198449,-3865.0269909526305,-3666.545328806599,2067.6751603670123,5404.474682033006,-1568.7201908731097,-4878.544825536463,-10083.568139948815,-6161.136814660831,-1425.4773913863776,-5316.111579117831,-2241.7773039612653,-1367.417486384856,-3418.8316625801554,-6457.33105179109,-10601.48770591464,-6400.874395860512,-2221.9626268892075,-222.0725835064659,-2751.930126398218,4218.490603520477,-1024.3853620494708,-2518.2548761917155,-4256.039538993371,5631.451725162508,7135.088685656146,11329.687936945576,5596.215962906974,1444.6535375083633,4241.229907340447,3288.0103012274276,-487.6712331333086,2782.721354733417,1719.2765856976423,10966.731650673359,9914.658121986682,4103.181464798303,928.2087949647869,170.79474422319694,5543.170230131758,-3214.175499290892,-334.13050468250924,-1467.55006302207,4524.733323888436,-3186.5043092086776,-6584.250846275387,-8867.810907350811,-12057.59173532835,-4452.871094345895,-1364.8181875126597,0,N,N,27
9963.736057325017,9864.179101335661,-15708.9814877983,-8204.741832839722,-15201.003822908051,-4002.071989640896,-13180.90091419142,12320.296731009688,3744.051763019473,3975.7412552563405,7378.196496206835,633.4518467545566,4045.1129499898475,-6742.935487420887,-4931.669547000473,-841.463393829346,-6299.690837359236,-6521.460260197164,-3.187206218509221,938.2617315426729,-10780.582483294334,2343.6770001540385,3007.022404848716,-475.4807888182126,-628.7473627852344,4674.089498840515,2100.3936116930695,1189.5823162619927,-4448.976464910748,-1138.0984866978322,16368.259762355852,1943.631606145228,-4164.60775730221,1848.9600378334906,3605.6777054537947,1469.0344535324261,1539.7062718755,2090.964446187423,-530.6907317912926,4716.90303806086,5595.526272460619,898.6180948753138,-9626.971344117857,-1902.9792494360086,4385.96578301043,1090.5506069961407,-5719.360889603721,-5338.908241810031,-1752.4952966622504,-1282.655172665611,-164.0955982519497,-2962.5929125619045,-2389.8397716444665,-8947.564905529094,-4740.510004792605,-459.4599472439905,12341.764724388462,2090.405153114914,-707.8211754388275,-5051.270165548916,4195.1182012820245,6910.044376770793,5871.6414280297395,1846.3066655655552,4837.881742966572,0.9756179372120329,4108.946029422617,1120.777215504314,8276.74584563712,8551.308549772786,2831.0529664739,199.1660074152544,-6715.8077803964925,-3660.009302635299,-664.5559464343651,5023.357977603388,-1707.8690235844676,-5295.081454764715,-8238.787565929742,-5805.467028137574,-1807.2850494199454,-6947.1123510566695,-1575.3969136198566,-2826.3580543259936,-2768.6469472528343,-4406.666932712232,-9569.360433551421,-6507.695905260866,-1023.1157284414064,-277.5707990642908,-2732.787517719769,3949.677134790461,809.5719623601924,-2157.311537928604,-2774.7828071431495,7239.8914597091,7286.402650045111,8411.671917871574,5457.930381167193,1453.1777134986746,4778.079979679645,2291.597880545149,1178.1263219410405,3751.7076252946417,2336.827987131356,8858.423944166041,9764.689744350813,3046.7725654859387,365.8931227432273,296.9987680828303,3650.5189800680437,-3064.9368622444113,-2501.3494346259467,-2078.100796992448,5277.935610028165,-5030.141529341884,-9617.765484324154,-7080.9891541255765,-8905.194266629847,-4051.6745455254086,-1164.5703104903846,0,N,N,28
10568.206531188034,11394.200461969394,-10295.562369013089,-8575.11019135356,-14096.331116661133,-4011.7084623523133,-13426.618240190555,9061.905638593817,5050.260062820592,3751.9811758469373,6659.894782993925,723.6156474868308,6444.248665443339,-4822.405180269114,-2171.837369366376,-1363.6173594562083,-6082.002017733825,-5713.835616328761,703.3308705774019,1729.1937125258817,-16119.902468814707,-320.468789134834,266.2818414526309,-3961.4664833616143,75.11783362678229,1037.0250539200467,-169.7473391772649,-851.7421669817122,-7288.238312089871,-1310.5612607564256,12559.108302549585,6349.131395529033,-4691.027020453941,4486.285696996588,4606.247479234691,2000.749420501407,3049.120767844406,4422.239094388908,6.161917469564439,8816.633081895347,5290.668471420179,1695.3082573080633,-9228.106288741996,-3736.4938770217364,1723.2953673383333,864.9034885263176,-5076.117131502054,-10251.952858592333,-2144.6989766112924,-4980.236881779843,-3053.6693750514346,-2424.9347060910764,-4766.586891317868,-9781.251347650035,-6727.609287024133,-927.1172967875252,2609.862098385904,4228.2755391354385,663.4375887909789,-1169.4965201609523,2427.710386033673,9025.457445032243,10887.393434590267,2253.912522012879,5191.803004326463,3679.1575919224983,4633.192927433873,2258.6476501830357,10881.979916380422,10218.928479343893,4826.388179896288,451.98944005588135,3028.8513812064975,-4136.748383052268,457.1006512476054,734.3188887478162,-2355.218883647688,-1689.329084017716,-11677.815947678802,-11935.335734880895,-1692.2727592194929,-4673.113184770814,-3581.8221503291406,-1698.4898394848983,-2412.3738172127305,-6692.831930016623,-10012.399797998207,-8443.517499094416,-4090.3047492209616,192.1415091429632,-7223.737369454124,1990.1645909081922,1641.9924772033853,2087.3887424827344,2637.484475845893,2499.5852402425044,5176.9568534354285,14483.340420038177,10647.617493922859,1145.7571341726566,2094.635309542985,3526.797520870674,1687.103240741968,2782.3676065520567,3568.7722138842055,8873.303762288258,8923.210558227007,7745.426542934569,2596.919974904355,-514.2564076725461,7674.9635361292685,-546.3003427878821,-1301.4830647781562,-5694.821837457573,-2666.468203514566,-6086.994891316935,-2256.1076308252127,-8803.581412270061,-14187.685804004584,-9091.27420701863,-425.124359108686,0,N,N,67
